MARKET,TYPE,BRAND,MODEL,Sage Code,DESCRIPTION,SAMSUNG CODE,Color / SIM
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+64GB,A055-SM-BK64DL,SM-A055MZKDTPA (Galaxy A05) BLACK 4+64GB DS LATIN,SM-A055MZKDTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+128GB,A055-SM-GN128DL,SM-A055MLGGTPA (Galaxy A05) LIGHT GREEN 4+128GB DS LATIN,SM-A055MLGGTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+64GB,A055-SM-GN64DL,SM-A055MLGDTPA (Galaxy A05) LIGHT GREEN 4+64GB DS LATIN,SM-A055MLGDTPA,Green
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+128GB,A055-SM-SL128DL,SM-A055MZSGTPA (Galaxy A05) SILVER 4+128GB DS LATIN,SM-A055MZSGTPA,Silver
WHOLE SALE,MOBILE,SAM Lat,A055 (Galaxy A05) 4+64GB,A055-SM-SL64DL,SM-A055MZSDTPA (Galaxy A05) SILVER 4+64GB DS LATIN,SM-A055MZSDTPA,Silver
ACCESSORY,CASE,SAM Lat,S23 FE Smart View Wallet Case (Combo with S23 FE),ZS711-SM-CASEWT,EF-ZS711CWEGWW (S23 FE) Smart View Wallet Case White,EF-ZS711CWEGWW,White
ACCESSORY,ACCESSORY,SAM Lat,Galaxy Buds FE R400,R400-S-BUDSFEBK,SM-R400NZAALTA Galaxy Buds FE Black,SM-R400NZAALTA,Black
ACCESSORY,ACCESSORY,SAM Lat,Galaxy Buds FE R400,R400-S-BUDSFEWT,SM-R400NZWALTA Galaxy Buds FE White,SM-R400NZWALTA,White
ACCESSORY,ACCESSORY,SAM Lat,R920 Galaxy Watch5 Pro,R920-S-WAT5P-GR,SM-R920NZTALTA Galaxy Watch5 Pro Gray,SM-R920NZTALTA,Gray
ACCESSORY,ACCESSORY,SAM Lat,R920 Galaxy Watch5 Pro,R920-S-WAT5P-BK,SM-R920NZKALTA Galaxy Watch5 pro Black,SM-R920NZKALTA,Black
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-SM-YL128GT,SM-A256EZYDGTO (Galaxy A25 5G) Yellow 6+128GB DS,SM-A256EZYDGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-SM-BL128GT,SM-A256EZBDGTO (Galaxy A25 5G) Blue 6+128GB DS,SM-A256EZBDGTO,Blue
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-S-LBL256GT,SM-A256ELBHGTO (Galaxy A25 5G) Light Blue 8+256GB DS,SM-A256ELBHGTO,Light Blue
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-S-LBL128GT,SM-A256ELBDGTO (Galaxy A25 5G) Light Blue 6+128GB DS,SM-A256ELBDGTO,Light Blue
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-SM-BK256GT,SM-A256EZKHGTO (Galaxy A25 5G) Black 8+256GB DS,SM-A256EZKHGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 6+128GB,A256-SM-BK128GT,SM-A256EZKDGTO (Galaxy A25 5G) Black 6+128GB DS,SM-A256EZKDGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-SM-BL256GT,SM-A256EZBHGTO (Galaxy A25 5G) Blue 8+256GB DS,SM-A256EZBHGTO,Blue
WHOLE SALE,MOBILE,SAM Lat,A256 (Galaxy A25 5G) 8+256GB,A256-SM-YL256GT,SM-A256EZYHGTO (Galaxy A25 5G) Yellow 8+256GB DS,SM-A256EZYHGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB,A155-SM-BL128GT,SM-A155MLBGGTO (Galaxy A15) Blue 6+128GB DS LATIN,SM-A155MLBGGTO,Blue
WHOLE SALE,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB,A155-SM-YL128GT,SM-A155MZYGGTO (Galaxy A15) Yellow 6+128GB DS LATIN,SM-A155MZYGGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB,A155-SM-BK128GT,SM-A155MZKGGTO (Galaxy A15) Black 6+128GB DS LATIN,SM-A155MZKGGTO,Black
ACCESSORY,ACCESSORY,SAM Lat,R930 Galaxy Watch 6 40mm,R930-S-WAT6BK40,SM-R930NZKALTA Galaxy Watch 6 40mm Black,SM-R930NZKALTA,Black
ACCESSORY,ACCESSORY,SAM Lat,R930 Galaxy Watch 6 40mm,R930-S-WAT6GD40,SM-R930NZEALTA Galaxy Watch 6 40mm Gold,SM-R930NZEALTA,Gold
WHOLE SALE,MOBILE,SAM Lat,A057 (Galaxy A05s) 4+128GB,A057-SM-BK128GT,SM-A057MZKGGTO (Galaxy A05s) BLACK 4+128GB DS LATIN,SM-A057MZKGGTO,Black
WHOLE SALE,TABLET,SAM Lat,TAB X510 (Galaxy Tab S9 FE) WIFI with cover 8+256GB,X510-S-GN256WFC,SM-X510NLGHTPA (Galaxy Tab S9 FE) WIFI WITH COVER 8+256GB GREEN Latin,SM-X510NLGHTPA,Green
WHOLE SALE,TABLET,SAM Lat,TAB X510 (Galaxy Tab S9 FE) WIFI with cover 8+256GB,X510-S-GR256WFC,SM-X510NZAHTPA (Galaxy Tab S9 FE) WIFI WITH COVER 8+256GB GRAY Latin,SM-X510NZAHTPA,Gray
WHOLE SALE,TABLET,SAM Lat,TAB X510 (Galaxy Tab S9 FE) WIFI with cover 8+256GB,X510-S-SL256WFC,SM-X510NZSHTPA (Galaxy Tab S9 FE) WIFI WITH COVER 8+256GB SILVER Latin,SM-X510NZSHTPA,Silver
ACCESSORY,ACCESSORY,SAM Lat,R940 Galaxy Watch 6 44mm,R940-S-WAT6BK44,SM-R940NZKALTA Galaxy Watch 6 44mm Black,SM-R940NZKALTA,Black
ACCESSORY,ACCESSORY,SAM Lat,R940 Galaxy Watch 6 44mm,R940-S-WAT6SL44,SM-R940NZSALTA Galaxy Watch 6 44mm Silver,SM-R940NZSALTA,Silver
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 6+128GB,A156-SM-BL128GT,SM-A156MLBGGTO (Galaxy-A15 5G) LIGHT BLUE 6+128GB DS LATIN,SM-A156MLBGGTO,LIGHT BLUE
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 6+128GB,A156-SM-BK128GT,SM-A156MZKGGTO (Galaxy-A15 5G) Black 6+128GB DS LATIN,SM-A156MZKGGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 8+256GB,A156-SM-BL256GT,SM-A156MLBHGTO (Galaxy-A15 5G) LIGHT BLUE 8+256GB DS LATIN,SM-A156MLBHGTO,LIGHT BLUE
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 8+256GB,A156-SM-BK256GT,SM-A156MZKHGTO (Galaxy-A15 5G) Black 8+256GB DS LATIN,SM-A156MZKHGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 6+128GB,A156-SM-YL128GT,SM-A156MZYGGTO (Galaxy-A15 5G) YELLOW 6+128GB DS LATIN,SM-A156MZYGGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 8+256GB,A156-SM-YL256GT,SM-A156MZYHGTO (Galaxy-A15 5G) YELLOW 8+256GB DS LATIN,SM-A156MZYHGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A057 (Galaxy A05s) 4+128GB,A057-SM-VL128GT,SM-A057MLVGGTO (Galaxy A05s) LIGHT VIOLET 4+128GB DS LATIN,SM-A057MLVGGTO,VIOLET
WHOLE SALE,MOBILE,SAM Lat,A057 (Galaxy A05s) 4+128GB,A057-SM-SL128GT,SM-A057MZSGGTO (Galaxy A05s) SILVER 4+128GB DS LATIN,SM-A057MZSGGTO,Silver
B2B,MOBILE,SAM Lat,A546E (A54 5G)8+128GB,A546-SBK8-128BB,SM-A546EZKCTPA (A54 5G) Black 8+128GB DS LATIN,SM-A546EZKCTPAB2B,Black
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+128GB,S921-SM-GR128GT,SM-S921BZAJGTO (S24) 8+128GB MARBLE GRAY,SM-S921BZAJGTO,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+128GB,S921-SM-BK128GT,SM-S921BZKJGTO (S24) 8+128GB ONYX BLACK,SM-S921BZKJGTO,ONXY BLACK
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+128GB,S921-SM-VL128GT,SM-S921BZVJGTO (S24) 8+128GB COBALT VIOLET,SM-S921BZVJGTO,COBALT VIOLET
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+128GB,S921-SM-YL128GT,SM-S921BZYJGTO (S24) 8+128GB AMBER YELLOW,SM-S921BZYJGTO,AMBER YELLOW
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-GR256GT,SM-S926BZAJGTO (S24+) 12+256GB MARBLE GRAY DS LATIN,SM-S926BZAJGTO,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-GR512GT,SM-S926BZAKGTO (S24+) 12+512GB MARBLE GRAY DS LATIN,SM-S926BZAKGTO,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-BK256GT,SM-S926BZKJGTO (S24+) 12+256GB ONYX BLACK DS LATIN,SM-S926BZKJGTO,ONXY BLACK
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-BK512GT,SM-S926BZKKGTO (S24+) 12+512GB ONYX BLACK DS LATIN,SM-S926BZKKGTO,ONXY BLACK
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-VL256GT,SM-S926BZVJGTO (S24+) 12+256GB COBALT VIOLET,SM-S926BZVJGTO,COBALT VIOLET
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-VL512GT,SM-S926BZVKGTO (S24+) 12+512GB COBALT VIOLET,SM-S926BZVKGTO,COBALT VIOLET
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+256GB,S926-SM-YL256GT,SM-S926BZYJGTO (S24+) 12+256GB AMBER YELLOW,SM-S926BZYJGTO,AMBER YELLOW
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-BK256GT,SM-S928BZKKGTO (S24 Ultra) 12+256GB TITANIUM BLACK,SM-S928BZKKGTO,TITANIUM BLACK
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-BK512GT,SM-S928BZKUGTO (S24 Ultra) 12+512GB TITANIUM BLACK,SM-S928BZKUGTO,TITANIUM BLACK
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-GR256GT,SM-S928BZTKGTO (S24 Ultra) 12+256GB TITANIUM GRAY,SM-S928BZTKGTO,TITANIUM GRAY
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-GR512GT,SM-S928BZTUGTO (S24 Ultra) 12+512GB TITANIUM GRAY,SM-S928BZTUGTO,TITANIUM GRAY
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-VL256GT,SM-S928BZVKGTO (S24 Ultra) 12+256GB TITANIUM VIOLET,SM-S928BZVKGTO,TITANIUM VIOLET
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-VL512GT,SM-S928BZVUGTO (S24 Ultra) 12+512GB TITANIUM VIOLET,SM-S928BZVUGTO,TITANIUM VIOLET
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-YL256GT,SM-S928BZYKGTO (S24 Ultra) 12+256GB TITANIUM YELLOW,SM-S928BZYKGTO,TITANIUM YELLOW
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-YL512GT,SM-S928BZYUGTO (S24 Ultra) 12+512GB TITANIUM YELLOW,SM-S928BZYUGTO,TITANIUM YELLOW
WHOLE SALE,TABLET,SAM Lat,TAB X516 (Galaxy Tab S9 FE 5G) 6+128GB,X516-S-GR128-5G,SM-X516BZAATPA (Galaxy Tab S9 FE 5G) 6+128GB GRAY Latin,SM-X516BZAATPA,GRAY
WHOLE SALE,TABLET,SAM Lat,TAB X510 (Galaxy Tab S9 FE) WIFI 8+256GB / Without Cover / Should be with Keyboard,X510-SM-GN256WF,SM-X510NLGETPA (Galaxy Tab S9 FE) WIFI 8+256GB LIGHT GREEN Latin,SM-X510NLGETPA,Light Green
ACCESSORY,CASE,SAM Lat,S24 (S921) SILICONE CASE,S921-SM-CASE-PR,EF-PS921TEEGWW S24 CASE Purple,EF-PS921TEEGWW,Purple
ACCESSORY,CASE,SAM Lat,S24 (S921) SILICONE CASE,S921-SM-CASE-VL,EF-PS921TVEGWW S24 CASE VIOLET,EF-PS921TVEGWW,Voilet
ACCESSORY,CASE,SAM Lat,S24 (S921) SILICONE CASE,S921-SM-CASE-GN,EF-PS921TGEGWW S24 CASE Green,EF-PS921TGEGWW,Green
ACCESSORY,CASE,SAM Lat,S24 (S921) SILICONE CASE,S921-SM-CASE-WT,EF-PS921TWEGWW S24 CASE WHITE,EF-PS921TWEGWW,White
ACCESSORY,CASE,SAM Lat,S24 (S921) SILICONE CASE,S921-SM-CASE-YL,EF-PS921TYEGWW S24 CASE YELLOW,EF-PS921TYEGWW,Yellow
ACCESSORY,CASE,SAM Lat,S24+ (S926) SILICONE CASE,S926-SM-CASE-PR,EF-PS926TEEGWW S24+ CASE PURPLE,EF-PS926TEEGWW,Purple
ACCESSORY,CASE,SAM Lat,S24+ (S926) SILICONE CASE,S926-SM-CASE-GN,EF-PS926TGEGWW S24+ CASE GREEN,EF-PS926TGEGWW,Green
ACCESSORY,CASE,SAM Lat,S24+ (S926) SILICONE CASE,S926-SM-CASE-VL,EF-PS926TVEGWW S24+ CASE VIOLET,EF-PS926TVEGWW,Violet
ACCESSORY,CASE,SAM Lat,S24+ (S926) SILICONE CASE,S926-SM-CASE-WT,EF-PS926TWEGWW S24+ CASE WHITE,EF-PS926TWEGWW,White
ACCESSORY,CASE,SAM Lat,S24+ (S926) SILICONE CASE,S926-SM-CASE-YL,EF-PS926TYEGWW S24+ CASE YELLOW,EF-PS926TYEGWW,Yellow
ACCESSORY,CASE,SAM Lat,S24 Ultra (S928) SILICONE CASE,S928-SM-CASE-PR,EF-PS928TEEGWW S24 Ultra CASE PURPLE,EF-PS928TEEGWW,Purple
ACCESSORY,CASE,SAM Lat,S24 Ultra (S928) SILICONE CASE,S928-SM-CASE-GN,EF-PS928TGEGWW S24 Ultra CASE GREEN,EF-PS928TGEGWW,Green
ACCESSORY,CASE,SAM Lat,S24 Ultra (S928) SILICONE CASE,S928-SM-CASE-VL,EF-PS928TVEGWW S24 Ultra CASE VIOLET,EF-PS928TVEGWW,Violet
ACCESSORY,CASE,SAM Lat,S24 Ultra (S928) SILICONE CASE,S928-SM-CASE-YL,EF-PS928TYEGWW S24 Ultra CASE YELLOW,EF-PS928TYEGWW,Yellow
ACCESSORY,CASE,SAM Lat,S24 Ultra (S928) SILICONE CASE,S928-SM-CASE-WT,EF-PS928TWEGWW S24 Ultra CASE WHITE,EF-PS928TWEGWW,White
WHOLE SALE,MOBILE,SAM Lat,S926 (S24+) 12+512GB,S926-SM-YL512GT,SM-S926BZYKGTO (S24+) 12+512GB AMBER YELLOW,SM-S926BZYKGTO,AMBER YELLOW
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-BK256GT,SM-S921BZKKGTO (S24) 8+256GB Onyx Black,SM-S921BZKKGTO,ONXY BLACK
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-GR256GT,SM-S921BZAKGTO (S24) 8+256GB Marble Gray,SM-S921BZAKGTO,Marble Gray
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-VL256GT,SM-S921BZVKGTO (S24) 8+256GB Violet,SM-S921BZVKGTO,Violet
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+256GB,S921-SM-YL256GT,SM-S921BZYKGTO (S24) 8+256GB Yellow,SM-S921BZYKGTO,Yellow
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH 6 Classic 43 mm R950,R950-S-WAT6BK43,SM-R950NZKALTA Galaxy Watch 6 Classic 43mm Black,SM-R950NZKALTA,Black
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH 6 Classic 43 mm R950,R950-S-WAT6SL43,SM-R950NZSALTA Galaxy Watch 6 Classic 43mm Silver,SM-R950NZSALTA,Silver
ACCESSORY,ACCESSORY,SAM Lat,GALAXY WATCH 6 Classic 47 mm R960,R960-S-WAT6SL47,SM-R960NZSALTA Galaxy Watch 6 Classic 47mm Silver,SM-R960NZSALTA,Silver
WHOLE SALE,MOBILE,SAM Lat,S711 (S23 FE) 8+128GB,S711-SM-GR128DL,SM-S711BZAJTPA (S23 FE) GRAY / GRAPHITE DS 8+128GB TPA,SM-S711BZAJTPA,Graphite
B2B,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB B2B,A155-S-BK128GTB,SM-A155MZKGGTO (Galaxy A15) Black 6+128GB DS LATIN B2B,SM-A155MZKGGTOB2B,Black
ACCESSORY,ACCESSORY,SAM Lat,"R390 Galaxy FIT 3 1.6""",R390-S-WAT-GRF3,SM-R390NZAALTA Galaxy FIT3 Gray,SM-R390NZAALTA,Gray
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+1TBB,S928-SM-BK1TBDL,SM-S928BZKITPA (S24 Ultra) 12+ 1TB TITANIUM BLACK DS LATIN,SM-S928BZKITPA,TITANIUM BLACK
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+1TBB,S928-SM-GR1TBDL,SM-S928BZTITPA (S24 Ultra)12+1TB Titanium Gray DS LATIN,SM-S928BZTITPA,Titanium Gray
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+1TBB,S928-SM-VL1TBDL,SM-S928BZVITPA  (S24 Ultra) 12+1TB Titanium Violet DS LATIN,SM-S928BZVITPA,Titanium Violet
ACCESSORY,ACCESSORY,SAM Lat,"R390 Galaxy FIT 3 1.6""",R390-S-WAT-PGF3,SM-R390NIDALTA Galaxy FIT3 Pink Gold,SM-R390NIDALTA,Pink Gold
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-S-LBL128GT,SM-A356ELBDGTO (Galaxy A35 5G) LIGHT BLUE 8+128GB DS,SM-A356ELBDGTO,Light Blue
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-S-LVL128GT,SM-A356ELVDGTO (Galaxy A35 5G) LIGHT VIOLET 8+128GB DS,SM-A356ELVDGTO,Light Violet
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-SM-BK128GT,SM-A356EZKDGTO (Galaxy A35 5G) BLACK 8+128GB DS,SM-A356EZKDGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-S-LYL128GT,SM-A356EZYDGTO (Galaxy A35 5G) YELLOW 8+128GB DS,SM-A356EZYDGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-VL256GT,SM-A356ELVGGTO (Galaxy A35 5G) LIGHT VIOLET 8+256GB DS,SM-A356ELVGGTO,Light Violet
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-BK256GT,SM-A356EZKGGTO (Galaxy A35 5G) BLACK 8+256GB DS,SM-A356EZKGGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-YL256GT,SM-A356EZYGGTO (Galaxy A35 5G) YELLOW 8+256GB DS,SM-A356EZYGGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-BL128GT,SM-A556ELBLGTO (Galaxy A55 5G) LIGHT BLUE 8+128GB DS,SM-A556ELBLGTO,Light Blue
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-YL128GT,SM-A556EZYLGTO (Galaxy A55 5G) YELLOW 8+128GB DS,SM-A556EZYLGTO,Yellow
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-VL128GT,SM-A556ELVLGTO (Galaxy A55 5G) LIGHT VIOLET 8+128GB DS,SM-A556ELVLGTO,Light Violet
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+128GB DS,A556-SM-BK128GT,SM-A556EZKLGTO (Galaxy A55 5G) BLACK 8+128GB DS,SM-A556EZKLGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-VL256GT,SM-A556ELVMGTO (Galaxy A55 5G) LIGHT VIOLET 8+256GB DS,SM-A556ELVMGTO,Light Violet
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-YL256GT,SM-A556EZYMGTO (Galaxy A55 5G) YELLOW 8+256GB DS,SM-A556EZYMGTO,Yellow
ACCESSORY,ACCESSORY,SAM Lat,"R390 Galaxy FIT 3 1.6""",R390-S-WAT-SLF3,SM-R390NZSALTA Galaxy FIT3 Silver,SM-R390NZSALTA,silver
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+256GB DS,A356-SM-BL256GT,SM-A356ELBGGTO (Galaxy A35 5G) Light Blue 8+256GB DS,SM-A356ELBGGTO,light Blue
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-VL512DL,SM-S928BZVUTPA (S24 Ultra) 12+512GB TITANIUM VIOLET DS LATIN,SM-S928BZVUTPA,TITANIUM VIOLET
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-GR256DL,SM-S928BZTKTPA (S24 Ultra) 12+256GB TITANIUM GRAY DS LATIN,SM-S928BZTKTPA,TITANIUM GRAY
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-BK512DL,SM-S928BZKUTPA (S24 Ultra) 12+512GB TITANIUM BLACK DS LATIN,SM-S928BZKUTPA,TITANIUM BLACK
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-GR512DL,SM-S928BZTUTPA (S24 Ultra) 12+512GB TITANIUM GRAY DS LATIN,SM-S928BZTUTPA,TITANIUM GRAY
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-BK256DL,SM-S928BZKKTPA (S24 Ultra) 12+256GB TITANIUM BLACK LATIN DS,SM-S928BZKKTPA,TITANIUM BLACK
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+256GB,S928-SM-YL256DL,SM-S928BZYKTPA (S24 Ultra) 12+256GB TITANIUM YELLOW LATIN DS,SM-S928BZYKTPA,TITANIUM YELLOW
WHOLE SALE,MOBILE,SAM Lat,S928 (S24 Ultra) 12+512GB,S928-SM-YL512DL,SM-S928BZYUTPA (S24 Ultra) 12+512GB TITANIUM YELLOW DS LATIN,SM-S928BZYUTPA,TITANIUM YELLOW
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-BK256GT,SM-A556EZKMGTO (Galaxy A55 5G) BLACK 256GB DS,SM-A556EZKMGTO,Black
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-BL256GT,SM-A556ELBMGTO (Galaxy A55 5G) BLUE 8+256GB DS,SM-A556ELBMGTO,Blue
ACCESSORY,CASE,SAM Lat,A356 (A35 5G) Case),A356-SM-BK-CASE,EF-OA356TBEGWW Galaxy A356 (A35 5G) BLACK CASE,EF-OA356TBEGWW,BLACK
ACCESSORY,CASE,SAM Lat,A356 (A35 5G) Case),A356-SM-GN-CASE,EF-OA356TMEGWW Galaxy A356 (A35 5G) GREEN CASE,EF-OA356TMEGWW,Green
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-SM-BK128DL,SM-A356EZKDTPA (Galaxy A35 5G) BLACK 8+128GB DS,SM-A356EZKDTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-SM-VL128DL,SM-A356ELVDTPA (Galaxy A35 5G) LIGHT VIOLET 8+128GB DS LATIN,SM-A356ELVDTPA,Light Violet
WHOLE SALE,MOBILE,SAM Lat,A356 (Galaxy A35 5G) 8+128GB DS,A356-SM-BL128DL,SM-A356ELBDTPA (Galaxy A35 5G) LIGHT BLUE 8+128GB DS,SM-A356ELBDTPA,light Blue
WHOLE SALE,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB,A155-SM-BL128DL,SM-A155MLBGTPA (Galaxy A15) Blue 6+128GB DS LATIN,SM-A155MLBGTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 8+256GB,A156-SM-BK256DL,SM-A156MZKHTPA (Galaxy-A15 5G) Black 8+256GB DS LATIN,SM-A156MZKHTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB,A155-SM-YL128DL,SM-A155MZYGTPA (Galaxy A15) Yellow 6+128GB DS LATIN,SM-A155MZYGTPA,Yellow
WHOLE SALE,MOBILE,SAM Lat,A155 (Galaxy A15) 6+128GB,A155-SM-BK128DL,SM-A155MZKGTPA (Galaxy A15) Black 6+128GB DS LATIN DS,SM-A155MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 6+128GB,A156-SM-BK128DL,SM-A156MZKGTPA (Galaxy-A15 5G) Black 6+128GB DS LATIN,SM-A156MZKGTPA,Black
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 8+256GB,A156-SM-BL256DL,SM-A156MLBHTPA (Galaxy-A15 5G) Blue 8+256GB DS LATIN,SM-A156MLBHTPA,Blue
WHOLE SALE,MOBILE,SAM Lat,A156 (Galaxy-A15 5G) 6+128GB,A156-SM-BL128DL,SM-A156MLBGTPA (Galaxy-A15 5G) LIGHT BLUE 6+128GB DS LATIN,SM-A156MLBGTPA,Light Blue
WHOLE SALE,MOBILE,SAM Lat,S921 (S24) 8+128GB,S921-SM-BK128DL,SM-S921BZKJTPA (S24) 8+128GB ONYX BLACK DS LATIN,SM-S921BZKJTPA,ONXY Black
WHOLE SALE,MOBILE,SAM Lat,A556 (Galaxy A55 5G) 8+256GB DS,A556-SM-BL256DL,SM-A556ELBMTPA (Galaxy A55 5G) BLUE 8+256GB DS LATIN,SM-A556ELBMTPA,Blue
